Rang;Type de document;Prêts;Titre;Auteur
281;Bande dessinée jeunesse;1231;Lâchez-moi le slip ! [Texte imprimé];Zep
282;Revue ado;1228;Onze mondial [texte imprimé];
283;Bande dessinée adulte;1226;L'oreille cassée [Texte imprimé];Hergé
293;Bande dessinée jeunesse;1197;Tom-Tom le roi de la tambouille [Texte imprimé];Cohen, Jacqueline
294;Bande dessinée adulte;1194;Tintin et les Picaros [Texte imprimé];Hergé
303;Bande dessinée jeunesse;1167;Tueurs à gags [Texte imprimé];Coppée, Thierry
332;Bande dessinée jeunesse;1078;Schtroumpf-les-Bains;Culliford, Thierry
337;Revue adulte;1066;The Economist [texte imprimé];
338;Bande dessinée adulte;1065;Les cigares du pharaon [Texte imprimé];Hergé
347;Bande dessinée adulte;1044;On a marché sur la lune [Texte imprimé];Hergé
354;Bande dessinée jeunesse;1031;Les p'tits schtroumpfs [Texte imprimé];Peyo
355;Bande dessinée jeunesse;1031;L'école des vannes [Texte imprimé];Coppée, Thierry
377;Revue adulte;984;Elle à table [texte imprimé];
379;Bande dessinée jeunesse;982;Le retour de la momie qui pue qui tue [Texte imprimé];Midam
380;Nouveauté;978;Limonov;Carrère, Emmanuel
382;CD jeunesse;974;Le doudou de Coco [Multimédia multisupport] : une histoire mise en musique;Du Bouchet, Paule
395;Bande dessinée jeunesse;953;Bête de scène;Davis, Jim
396;Bande dessinée jeunesse;948;Le schtroumpfissime [Texte imprimé];Delporte, Yvan
403;Bande dessinée jeunesse;937;Carnage total [Texte imprimé];Midam
408;Bande dessinée adulte;931;Le combat des chefs [Texte imprimé];Goscinny, René
409;Revue adulte;928;Charlie hebdo [texte imprimé];
417;Bande dessinée jeunesse;913;Sale temps pour les moches [Texte imprimé];Delaf
418;Bande dessinée ado;913;Fenetre sur cours [Texte imprimé];Pica
421;Bande dessinée jeunesse;907;Docteur schtroumpf [Texte imprimé];Parthoens, Luc
425;Revue jeunesse;906;Histoires vraies;
430;Bande dessinée adulte;896;Objectif lune [Texte imprimé];Hergé
431;;896;Le rabaissement;Roth, Philip
441;Nouveauté;880;Le Chinois;Mankell, Henning
442;Bande dessinée jeunesse;877;Qui a éteint la lumière ? [Texte imprimé];Cauvin, Raoul
443;Revue adulte;875;Le Canard enchaîné [texte imprimé] : journal humoristique hebdomadaire;
445;Livre jeunesse;869;L'école de Barbapapa [Texte imprimé];Tison, Annette
467;Livre jeunesse;849;Au travail ! [Texte imprimé];Davis, Jim
485;Bande dessinée jeunesse;822;J'ai fini ! [Texte imprimé];Cauvin, Raoul
489;Nouveauté;820;L'oiseau de mauvais augure;Läckberg, Camilla
494;Bande dessinée jeunesse;815;Salade de schtroumpfs [Texte imprimé];Peyo
497;Bande dessinée ado;812;Pour qui sonne le glas [Texte imprimé];Oda, Eiichiro
499;Livre jeunesse;810;L'hiver de Barbapapa [Texte imprimé];Tison, Annette
591;Bande dessinée jeunesse;734;Premières classes [Texte imprimé];Laudec
592;Bande dessinée jeunesse;734;Un petit ane comme vous et moi [Texte imprimé];Guibert, Emmanuel
601;Livre jeunesse;731;Beaucoup de beaux bébés;Ellwand, David
605;;728;Un père idéal;Cleave, Paul
610;Bande dessinée jeunesse;722;Le cosmoschtroumpf [Texte imprimé];Peyo
611;Bande dessinée adulte;722;Fairy Tail. 14;Mashima, Hiro
614;Revue adulte;721;D'A [texte imprimé] : d'architectures : le magazine professionnel de la création architecturale;
619;Bande dessinée ado;718;Naruto. 8 [Texte imprimé];Kishimoto, Masashi
623;Livre adulte;716;Le ciel se trouve sur Terre;Edwardson, Ake
656;Bande dessinée adulte;701;Aya de Yopougon. 5;Abouet, Marguerite
658;Bande dessinée jeunesse;700;Fléau sans frontière;Bertschy
660;CD jeunesse;699;Les jeux chantés des tout-petits [Multimédia multisupport] : 0-3 ans;Resmond-Wenz, Evelyne
923;Revue adulte;586;Studio ciné live magazine [texte imprimé] : un nouveau magazine pour tous les cinémas;
924;Nouveauté;586;Les lumières de septembre;Ruiz Zafón, Carlos
934;Bande dessinée jeunesse;583;"T'as qu'à t'retenir ! ; précédé de mon premier mot du monde [Texte imprimé]";Tome
939;Bande dessinée jeunesse;582;Ariol [Texte imprimé] : copain comme cochon;Guibert, Emmanuel
941;Bande dessinée adulte;581;Demandez le programme [Texte imprimé];Davis, Jim
944;Livre jeunesse;581;Loup [Texte imprimé];Douzou, Olivier
957;Bande dessinée jeunesse;576;La cuisine du diable [Texte imprimé];Gilson, François
965;Bande dessinée ado;573;Love song [Texte imprimé];Oda, Eiichiro
968;Bande dessinée jeunesse;572;La bande à Bill [Texte imprimé];Verron, Laurent
978;;570;Cinquième chronique du règne de Nicolas Ier;Rambaud, Patrick
981;Nouveauté;569;Désolations;Vann, David
983;DVD < 13 ans;567;Ratatouille [Images animées];Bird, Brad
987;Livre jeunesse;565;Chasseur de primes [Texte imprimé];Goscinny, René
993;Bande dessinée adulte;562;La zizanie [Texte imprimé];Goscinny, René
996;Livre sonore jeunesse;561;Oh hisse petit escargot ! [Multimédia multisupport];Bergame, Cécile
997;Livre jeunesse;560;Dinosaures, dinosaures [Texte imprimé];Barton, Byron
999;Bande dessinée jeunesse;560;Jeux idiots [Texte imprimé];Guibert, Emmanuel
508;Bande dessinée jeunesse;805;Full métal casquette [Texte imprimé];Midam
514;Bande dessinée jeunesse;799;Jeux de vilains [Texte imprimé];Midam
527;Livre jeunesse;787;Garfield. Garfield ne manque pas d'air;Davis, Jim
528;Bande dessinée jeunesse;785;Classes de neige [Texte imprimé];Cauvin
533;Bande dessinée adulte;781;Aya de Yopougon. 1 [Texte imprimé];Abouet, Marguerite
539;Livre jeunesse;777;Trois petits cochons [Texte imprimé];Faucher, Paul
558;Nouveauté;758;Sunset park;Auster, Paul
562;Revue jeunesse;754;J'AIME LIRE 2007 [Texte imprimé];
566;Bande dessinée ado;750;Faites comme chez vous [Texte imprimé];Darasse
578;Bande dessinée jeunesse;744;Avis de tempête [Texte imprimé];Cauvin, Raoul
584;Bande dessinée jeunesse;739;Un peu, beaucoup, à la folie [Texte imprimé];Davis, Jim
589;Revue adulte;737;L'Oeil [texte imprimé] : revue d'art mensuelle;
602;Bande dessinée ado;731;Ma première fois ! [Texte imprimé];Darasse
608;Bande dessinée jeunesse;724;Fainéant génétique;Bertschy
617;;720;Le cas Sneijder;Dubois, Jean-Paul
618;Revue adulte;719;IDEAT [texte imprimé] : idées, décoration, évasion, art, tendances;
624;Bande dessinée jeunesse;715;Pépé se mouille [Texte imprimé];Laudec
632;Bande dessinée jeunesse;711;Astérix, la rose et le glaive [Texte imprimé];Uderzo, Albert
633;Bande dessinée jeunesse;711;C'est du joli ! [Texte imprimé];Tome
636;Livre adulte;710;Jayne Mansfield 1967;Liberati, Simon
638;Bande dessinée adulte;708;Aya de Yopougon. 4 [Texte imprimé];Abouet, Marguerite
641;Livre jeunesse;706;Le loto des nombrils;Guibert, Emmanuel
646;Bande dessinée adulte;704;Fairy Tail. 17;Mashima, Hiro
649;Bande dessinée ado;703;Naruto. 2 [Texte imprimé];Kishimoto, Masashi
657;Bande dessinée jeunesse;700;Ma prof de calcul;Janry
663;Nouveauté;699;La maison du lys tigré;Rendell, Ruth
666;Livre adulte;697;Avant d'aller dormir;Watson, S. J.
668;Bande dessinée adulte;696;Garfield mange plus vite que son ombre [Texte imprimé];Davis, Jim
674;Bande dessinée adulte;694;Le sanctuaire du Gondwana [Texte imprimé];Sente, Yves
679;Bande dessinée jeunesse;692;Les secrets de l'univers [Texte imprimé];Guibert, Emmanuel
688;Bande dessinée ado;685;Fairy Tail. 10;Mashima, Hiro
689;Bande dessinée jeunesse;685;Fairy Tail. 12;Mashima, Hiro
691;Nouveauté;685;Aleph;Coelho, Paulo
693;Bande dessinée adulte;684;Quai d'Orsay : chroniques diplomatiques. 1;Blain, Christophe
694;Bande dessinée jeunesse;683;Crapule king size [Texte imprimé];Bertschy
699;Livre jeunesse;680;Journal d'un chat assassin [Texte imprimé];Fine, Anne
700;Bande dessinée jeunesse;680;Astérix chez les Helvètes [Texte imprimé];Goscinny, René
701;Bande dessinée jeunesse;680;Toujours plus fort ! [Texte imprimé];Cohen, Jacqueline
706;Bande dessinée ado;677;C'est bon l'amour ! [Texte imprimé];Darasse
707;Bande dessinée jeunesse;677;Le remonte-kiki [Texte imprimé];Sfar, Joann
712;Bande dessinée jeunesse;676;Mon oeil ! [Texte imprimé];Guibert, Emmanuel
713;Bande dessinée jeunesse;676;La légende de l'ouest [Texte imprimé];Nordmann, Patrick
715;Bande dessinée jeunesse;675;Cyclone destroy;Bertschy
722;Livre jeunesse;673;Le voyage de Barbapapa [Texte imprimé];Tison, Annette
728;Bande dessinée jeunesse;672;Kid Paddle. 12. Panik room;Midam
738;Livre jeunesse;666;La famille Souris et la mare aux libellules [Texte imprimé];Iwamura, Kazuo
748;Bande dessinée ado;658;Naruto. 12 [Texte imprimé];Kishimoto, Masashi
750;;657;Une bonne raison de se tuer;Besson, Philippe
753;Bande dessinée ado;655;Naruto. 33 [Texte imprimé];Kishimoto, Masashi
762;Bande dessinée ado;649;Naruto. 25 [Texte imprimé];Kishimoto, Masashi
764;Bande dessinée jeunesse;649;Personne en vue [Texte imprimé];Didier, Anne
765;Nouveauté;649;Le 9e jugement;Patterson, James
782;Bande dessinée jeunesse;641;Superstitions [Texte imprimé];Gilson, François
793;Nouveauté;638;Le brasier de justice;Japp, Andrea H.
798;Bande dessinée jeunesse;634;Y a du génie dans l'air ! [Texte imprimé];Groot, Bob De
806;Nouveauté;631;Moonlight mile;Lehane, Dennis
810;Bande dessinée jeunesse;628;La malédiction des trente deniers;Van Hamme, Jean
818;Bande dessinée jeunesse;625;Y a-t-il un génie pour sauver la planète ? [Texte imprimé];Turk
819;Livre adulte;625;La fille de papier : roman;Musso, Guillaume
820;Bande dessinée jeunesse;624;C'est pas de ton âge ! [Texte imprimé];Tome
822;Nouveauté;624;Hôtel Adlon;Kerr, Philip
831;Bande dessinée ado;618;Naruto. 35 [Texte imprimé];Kishimoto, Masashi
833;Livre jeunesse;617;Tintin et le lac aux requins [Texte imprimé] : l'album du film;Greg
836;Bande dessinée jeunesse;616;Ma Dalton [Texte imprimé];Goscinny, René
844;Bande dessinée ado;613;Gaston. 11 [Texte imprimé];Franquin, André
846;Nouveauté;613;La muraille de lave;Arnaldur Indridason
848;Revue adulte;612;Cosmopolitan [texte imprimé];
852;Bande dessinée ado;611;Naruto. 22 [Texte imprimé];Kishimoto, Masashi
853;Bande dessinée jeunesse;611;Miss Walker;Cauvin, Raoul
858;Nouveauté;608;Le vieux qui ne voulait pas fêter son anniversaire : roman;Jonasson, Jonas
863;Bande dessinée jeunesse;607;L'escapade de l'ourson;Derib
867;Nouveauté;606;Charly 9 : roman;Teulé, Jean
868;Nouveauté;606;L'élimination [Texte imprimé];Panh, Rithy
870;Bande dessinée jeunesse;605;Le chêne qui parlait [Texte imprimé];Derib
872;Livre sonore jeunesse;605;Roule galette... [Texte imprimé];Caputo, Natha
873;Bande dessinée jeunesse;605;Hypnosis [Texte imprimé];Gilson, François
884;Bande dessinée jeunesse;599;Tao le petit samouraï [Texte imprimé] : pitres et dragons !;Richard, Laurent
887;Livre adulte;598;La fille qui revait d'un bidon d'essence et d'une allumette [Texte imprimé] : roman;Larsson, Stieg
893;Livre adulte;597;Le champ du potier [Texte imprimé];Camilleri, Andrea
895;Bande dessinée ado;596;Naruto. 31 [Texte imprimé];Kishimoto, Masashi
901;Nouveauté;595;L'enquête russe : roman;Parot, Jean-François
903;Revue adulte;594;La Quinzaine littéraire [texte imprimé];
905;Bande dessinée jeunesse;593;Philtres d'amour [Texte imprimé];Gilson, François
970;Livre adulte;572;Les anonymes;Ellory, Roger Jon
971;Livre adulte;572;Barbe bleue : roman;Nothomb, Amélie
975;Bande dessinée jeunesse;570;Sur la piste des Dalton [Texte imprimé];Morris
1;Revue jeunesse;34151;Le Journal de Mickey [texte imprimé];
2;Revue jeunesse;18008;Astrapi [texte imprimé];
3;Revue jeunesse;15939;Spirou [texte imprimé] : champion de la bonne humeur;
4;Revue jeunesse;15165;J'aime lire [texte imprimé];
16;Revue adulte;6920;Paris match [texte imprimé];
29;Revue adulte;5078;Philosophie magazine [texte imprimé];
34;Revue adulte;4292;Beaux-arts magazine [texte imprimé];
41;Revue adulte;4065;Le Magazine littéraire [texte imprimé];
42;Revue jeunesse;4018;Mes premiers J'aime lire [texte imprimé] : lecteurs débutants, grande section maternelle, CP et CE1;
51;Revue ado;3265;Geo ado [texte imprimé] : le plaisir d'explorer;
54;Revue ado;3150;Phosphore [texte imprimé];
57;Revue adulte;3005;Cuisine et vins de France [texte imprimé];
61;Revue adulte;2865;Marie Claire maison [texte imprimé];
68;Revue adulte;2632;Grands reportages [texte imprimé];
72;Revue adulte;2513;Ca m'intéresse [texte imprimé];
74;Revue jeunesse;2509;Toboclic [ressource électronique] : [le magazine mensuel multimédia pour les 4-7 ans];
87;Revue jeunesse;2296;Moi je lis : j'enquête, je comprends [texte imprimé];
96;Livre jeunesse;2202;Le tonton de Max et Lili est en prison;Saint-Mars, Dominique de
100;Livre jeunesse;2158;Max veut sauver les animaux;Saint-Mars, Dominique de
102;Bande dessinée jeunesse;2110;Max et Lili veulent être gentils;Saint-Mars, Dominique de
115;Bande dessinée jeunesse;1959;Lili rêve d'être une femme;Saint-Mars, Dominique de
116;Bande dessinée jeunesse;1958;Lili se fait piéger sur internet [Texte imprimé];Saint-Mars, Dominique de
122;Bande dessinée jeunesse;1916;Max trouve que c'est pas juste [Texte imprimé];Saint Mars, Dominique de
125;Bande dessinée ado;1843;Lou !. 5;Neel, Julien
130;Bande dessinée jeunesse;1790;Max aime les monstres [Texte imprimé];Saint-Mars, Dominique de
134;Bande dessinée jeunesse;1777;A l'attaque ! [Texte imprimé];Cohen, Jacqueline
135;Livre jeunesse;1770;Lili trouve sa maîtresse méchante [Texte imprimé];Saint-Mars, Dominique de
142;Livre jeunesse;1740;Va-t'en, grand monstre vert ! [Texte imprimé];Emberley, Ed
145;Bande dessinée jeunesse;1716;Bande de sauvages ! [Texte imprimé];Cohen, Jacqueline
146;Bande dessinée jeunesse;1700;Le chien de Max et Lili est mort [Texte imprimé];Saint Mars, Dominique de
153;Revue jeunesse;1661;Arkéo junior [texte imprimé];
162;Revue adulte;1628;Mon jardin, ma maison [texte imprimé];
169;Bande dessinée ado;1574;Mortebouse [Texte imprimé];Neel, Julien
173;Bande dessinée jeunesse;1560;Lili se fait toujours gronder [Texte imprimé];Saint Mars, Dominique de
179;Bande dessinée jeunesse;1528;Max et Lili veulent tout savoir sur les bébés [Texte imprimé];Saint Mars, Dominique de
183;Bande dessinée jeunesse;1523;Max est timide [Texte imprimé];Saint Mars, Dominique de
184;Bande dessinée jeunesse;1522;Journal infime [Texte imprimé];Neel, Julien
191;Bande dessinée jeunesse;1502;Max n'aime pas lire [Texte imprimé];Saint Mars, Dominique de
195;Bande dessinée jeunesse;1490;Toujours plus fort ! [Texte imprimé];Cohen, Jacqueline
197;Bande dessinée jeunesse;1485;Lili fait des cauchemars [Texte imprimé];Saint-Mars, Dominique de
200;Bande dessinée jeunesse;1472;Emilie n'aime pas quand sa mère boit trop [Texte imprimé];Saint-Mars, Dominique de
201;Bande dessinée jeunesse;1469;Le père de Max et Lili est au chômage [Texte imprimé];Saint Mars, Dominique de
205;Bande dessinée jeunesse;1461;Les vacances infernales [Texte imprimé];Cohen, Jacqueline
210;Bande dessinée jeunesse;1449;La maison de Max et Lili a été cambriolée [Texte imprimé];Saint Mars, Dominique de
211;Bande dessinée ado;1442;Nadia se marie [Texte imprimé];Zep
221;Bande dessinée jeunesse;1415;Max n'aime pas l'école [Texte imprimé];Saint Mars, Dominique de
222;Bande dessinée ado;1409;Le sens de la vie [Texte imprimé];Zep
227;Bande dessinée jeunesse;1393;L'Alystory [Texte imprimé];Sobral, Patrick
234;Bande dessinée jeunesse;1360;Emilie a déménagé [Texte imprimé];Saint Mars, Dominique de
258;Bande dessinée ado;1291;Mes meilleurs copains [Texte imprimé];Zep
264;Bande dessinée jeunesse;1269;Sang royal;Sobral, Patrick
267;Bande dessinée jeunesse;1254;Superstars [Texte imprimé];Cohen, Jacqueline
277;Livre jeunesse;1237;Ca épate les filles... [Texte imprimé];Zep
278;Bande dessinée jeunesse;1237;Max et Lili ont volé des bonbons [Texte imprimé];Saint Mars, Dominique de
292;Revue adulte;1198;The New Yorker [texte imprimé];
299;Revue jeunesse;1190;I love English for Kids;
301;Bande dessinée ado;1187;L'amour, c'est pô propre... [Texte imprimé];Zep
310;Bande dessinée adulte;1134;Le trésor de Rackham le Rouge [Texte imprimé];Hergé
313;Revue adulte;1127;Le Monde diplomatique [texte imprimé] : journal des cercles diplomatiques et des grandes organisations internationales;
319;Bande dessinée adulte;1114;Astérix et les Normands [Texte imprimé];Goscinny, René
321;Bande dessinée jeunesse;1104;La menace Schtroumpf [Texte imprimé];Parthoens, Luc
329;Bande dessinée adulte;1088;L'étoile mystérieuse [Texte imprimé];Hergé
330;Bande dessinée adulte;1085;Tintin au Congo [Texte imprimé];Hergé
334;Bande dessinée adulte;1076;Les bijoux de la Castafiore [Texte imprimé];Hergé
345;Bande dessinée adulte;1049;Tintin au Tibet [Texte imprimé];Hergé
348;Bande dessinée jeunesse;1043;Un copieur sachant copier [Texte imprimé];Godi, Bernard
351;Bande dessinée jeunesse;1037;Astérix chez Rahàzade [Texte imprimé] : ou le compte des mille et une heures;Uderzo, Albert
352;Bande dessinée jeunesse;1033;On se calme ! [Texte imprimé];Cauvin, Raoul
367;Bande dessinée jeunesse;1003;Waterminator [Texte imprimé];Midam
368;Bande dessinée ado;1002;Diego;Darasse
371;Bande dessinée jeunesse;992;Apocalypse boy [Texte imprimé];Midam
381;;978;Cet instant-là;Kennedy, Douglas
383;Bande dessinée jeunesse;969;Paddle... my name is Kid Paddle [Texte imprimé];Midam
385;Revue adulte;966;Micro pratique [texte imprimé] : le magazine de la micro informatique à la maison;
390;Bande dessinée jeunesse;955;Rodéo Blork [Texte imprimé];Midam
392;Bande dessinée jeunesse;954;La Schtroumpfette [Texte imprimé];Delporte, Yvan
397;Bande dessinée jeunesse;944;Elle est moche ! [Texte imprimé];Cauvin, Raoul
398;Nouveauté;944;La couleur des sentiments;Stockett, Kathryn
400;Bande dessinée jeunesse;940;Enfin seuls ! [Texte imprimé];Cauvin, Raoul
402;Nouveauté;938;La carte et le territoire : roman;Houellebecq, Michel
422;Bande dessinée adulte;906;Tintin en Amérique [Texte imprimé];Hergé
423;Bande dessinée jeunesse;906;Les Schtroumpfs et le Cracoucass [Texte imprimé];Peyo
427;Bande dessinée jeunesse;900;Papa, je veux un cheval ! [Texte imprimé];Laudec
428;Bande dessinée jeunesse;899;Histoires de schtroumpfs [Texte imprimé];Peyo
434;Revue adulte;893;L'Estampille, L'Objet d'art [texte imprimé];
438;Bande dessinée adulte;884;Le tour de Gaule d'Astérix [Texte imprimé];Goscinny, René
439;Bande dessinée jeunesse;883;Lili ne veut plus aller à la piscine [Texte imprimé];Saint Mars, Dominique de
449;Bande dessinée jeunesse;865;Tom-Tom et ses idées explosives [Texte imprimé];Cohen, Jacqueline
454;Nouveauté;861;Sous haute tension;Coben, Harlan
458;Bande dessinée ado;857;Fairy Tail. 1 [Texte imprimé];Mashima, Hiro
464;Nouveauté;852;La femme au masque de chair;Leon, Donna
473;Bande dessinée jeunesse;832;Le clan du requin [Texte imprimé];Gazzotti, Bruno
484;Bande dessinée jeunesse;822;Le réveil du géant [Texte imprimé];Derib
487;Livre adulte;821;L'art français de la guerre [Texte imprimé];Jenni, Alexis
490;Bande dessinée jeunesse;818;Garfield fait le poids [Texte imprimé];Davis, Jim
492;Nouveauté;817;1Q84. 1. Avril-juin;Murakami, Haruki
296;Bande dessinée jeunesse;1191;Le devin [Texte imprimé];Goscinny, René
297;Revue adulte;1191;Système D pratique [texte imprimé] : pour le bricolage et la maison;
302;Revue jeunesse;1168;"30 millions d'amis [texte imprimé] ; [dir. publ. Philippe Simon]";
305;Bande dessinée adulte;1156;Les 7 boules de cristal [Texte imprimé];Hergé
306;Bande dessinée jeunesse;1150;Le maître blagueur [Texte imprimé];Coppée, Thierry
307;Bande dessinée adulte;1138;Tintin au pays de l'or noir [Texte imprimé];Hergé
308;Bande dessinée jeunesse;1138;Les Cartables décollent [Texte imprimé];Cohen, Jacqueline
315;Bande dessinée adulte;1124;L'île noire [Texte imprimé];Hergé
317;Bande dessinée adulte;1123;Le secret de la Licorne [Texte imprimé];Hergé
323;Bande dessinée jeunesse;1103;C'est magique ! [Texte imprimé];Cohen, Jacqueline
327;Bande dessinée adulte;1093;Le sceptre d'Ottokar [Texte imprimé];Hergé
328;Bande dessinée ado;1089;Oh, le salaud !;Zidrou
333;Bande dessinée jeunesse;1077;L'oeuf et les schtroumpfs [Texte imprimé];Peyo
335;Livre jeunesse;1069;Lili ne veut plus se montrer toute nue [Texte imprimé];Saint Mars, Dominique de
336;Revue adulte;1068;L'Étudiant [texte imprimé] : l'information pour choisir;
341;Bande dessinée ado;1056;Dieu, le sexe et les bretelles [Texte imprimé];Zep
344;Revue adulte;1050;Challenges [texte imprimé];
353;Bande dessinée jeunesse;1031;La galère d'Obélix [Texte imprimé];Uderzo, Albert
358;Bande dessinée jeunesse;1021;Bienvenue au club ! [Texte imprimé];Cohen, Jacqueline
359;Bande dessinée jeunesse;1020;Sous les cahiers, la plage [Texte imprimé];Coppée, Thierry
360;Bande dessinée jeunesse;1016;Peut mieux faire ! [Texte imprimé];Godi, Bernard
362;Bande dessinée jeunesse;1014;Le fils d'Astérix [Texte imprimé];Uderzo, Albert
364;Bande dessinée jeunesse;1009;A la folie ! [Texte imprimé];Darasse
366;Livre jeunesse;1004;A la maternelle avec Mimi [Texte imprimé];Cousins, Lucy
372;Bande dessinée jeunesse;992;Je veux l'épouser !;Laudec
373;Bande dessinée ado;992;J'ai gagné !;Laudec
376;Bande dessinée ado;984;Le cimetière des autobus [Texte imprimé];Neel, Julien
384;Revue adulte;968;Jazz magazine - Jazzman [texte imprimé];
393;Bande dessinée jeunesse;954;Bonjour les cadeaux ! [Texte imprimé];Cohen, Jacqueline
401;Bande dessinée jeunesse;940;Alien Chantilly [Texte imprimé];Midam
405;Bande dessinée ado;935;Je crois que je t'aime;Lyfoung, Patricia
407;;933;Remède mortel;Coben, Harlan
412;Nouveauté;922;L'armée furieuse;Vargas, Fred
414;Bande dessinée jeunesse;919;Punis pour le meilleur et pour le pire [Texte imprimé];Godi, Bernard
415;Bande dessinée ado;918;Je veux que tu m'aimes ! [Texte imprimé];Lyfoung, Patricia
416;Livre jeunesse;914;Où est Charlie ? [Texte imprimé] : la grande expo !;Handford, Martin
435;Bande dessinée jeunesse;887;Miss dix sur dix [Texte imprimé];Godi, Bernard
446;Bande dessinée ado;868;Les liens de l'amitié [Texte imprimé];Delaf
451;Revue adulte;862;Transfuge [texte imprimé] : la revue de littérature étrangère;
452;Bande dessinée jeunesse;862;A table ! [Texte imprimé];Davis, Jim
455;Bande dessinée jeunesse;860;La quatrième dimension et demie;Vehlmann, Fabien
457;Bande dessinée jeunesse;859;On ne schtroumpfe pas le progrès [Texte imprimé];Peyo
459;Nouveauté;856;1Q84. 2. Juillet-septembre;Murakami, Haruki
470;Bande dessinée jeunesse;837;Les deux terreurs [Texte imprimé];Cohen, Jacqueline
474;Bande dessinée adulte;832;Astérix et les Goths [Texte imprimé];Goscinny, René
478;Bande dessinée jeunesse;830;Au poil;Davis, Jim
480;Bande dessinée jeunesse;824;Un parfum d'aventure [Texte imprimé];Poirier, Philippe
481;Livre adulte;824;Les écureuils de Central Park sont tristes le lundi : roman [Texte imprimé];Pancol, Katherine
482;Nouveauté;824;Si c'était à refaire : roman;Lévy, Marc
483;Bande dessinée jeunesse;823;Gâteau-surprise [Texte imprimé];Laudec
496;Livre jeunesse;813;Max a une amoureuse [Texte imprimé];Saint Mars, Dominique de
500;Livre ado;809;La révolte;Collins, Suzanne
502;Bande dessinée jeunesse;807;Où sont les freins ? [Texte imprimé];Cauvin, Raoul
507;Bande dessinée jeunesse;805;Dégâts à gogo ! [Texte imprimé];Cohen, Jacqueline
516;Livre sonore jeunesse;798;Coco et les pompiers [Texte imprimé];Du Bouchet, Paule
521;Bande dessinée ado;795;Naruto. 6 [Texte imprimé];Kishimito, Masashi
523;Bande dessinée jeunesse;791;Les schtroumpfs noirs [Texte imprimé];Peyo
525;Revue jeunesse;791;Kid paddle magazine [texte imprimé];
529;Bande dessinée jeunesse;785;Chat déchire !;Davis, Jim
537;Revue adulte;778;Maison française [texte imprimé];
550;Revue adulte;765;Première [texte imprimé] : le magazine couleur du cinéma;
557;Livre jeunesse;758;Les cairns rouges [Texte imprimé];Vehlmann, Fabien
567;Revue jeunesse;749;Cheval magazine [texte imprimé];
574;Bande dessinée jeunesse;747;Les disparues d'Ouessant;Pommaux, Yvan
575;Bande dessinée jeunesse;746;Au pied, j'ai dit ! [Texte imprimé];Laudec
576;Bande dessinée ado;745;J'irai où tu iras [Texte imprimé];Lyfoung, Patricia
581;Bande dessinée ado;742;Fairy Tail. 3;Mashima, Hiro
583;Bande dessinée adulte;739;Aya de Yopougon. 2 [Texte imprimé];Abouet, Marguerite
