Rang;Type de document;Nombre de prêts;Titre ;Auteur
25.0;Revue pour adulte;5503.0;Philosophie magazine;
26.0;Revue pour adulte;5427.0;Madame Figaro;
34.0;Revue pour adulte;4378.0;Le Magazine littéraire;
37.0;Revue pour adulte;4221.0;Le Figaro magazine;
48.0;Revue jeunesse;3614.0;Tralalire : bienvenue dans le monde des histoires : 2-5 ans;
54.0;Revue pour ado;3444.0;Phosphore;
55.0;Revue pour adulte;3373.0;Sciences et avenir;
60.0;Revue pour adulte;2988.0;Elle décoration;
72.0;Revue pour adulte;2742.0;Ca m'intéresse;
73.0;Revue pour adulte;2676.0;Esprit;
75.0;Revue pour adulte;2632.0;01net : le magazine de la high-tech plaisir;
76.0;Revue pour adulte;2627.0;Grands reportages;
77.0;Revue pour adulte;2592.0;Cuisine actuelle;
81.0;Revue pour adulte;2431.0;Time : the weekly newsmagazine;
83.0;Revue pour adulte;2364.0;Historia;
87.0;Revue pour adulte;2292.0;L'Ami des jardins et de la maison;
88.0;Revue jeunesse;2230.0;Mobiclic : le magazine multimédia des 7/12 ans;
95.0;Revue pour adulte;2068.0;Chasseur d'images;
99.0;Revue jeunesse;2000.0;I love English for Kids;
103.0;Livre pour adulte;1971.0;Lili est harcelée à l'école;Saint-Mars, Dominique de
109.0;Revue pour adulte;1876.0;Télérama;
111.0;Bande dessinée jeunesse;1874.0;Trop, c'est trop !;Cohen, Jacqueline
112.0;Bande dessinée jeunesse;1849.0;Subliiiimes !;Cohen, Jacqueline
115.0;Revue pour adulte;1808.0;XXI : l'information grand format;
117.0;Livre jeunesse;1783.0;Va-t'en, grand monstre vert !;Emberley, Ed
122.0;Revue pour adulte;1748.0;Rock & folk;
123.0;Bande dessinée jeunesse;1745.0;Ca roule !;Cohen, Jacqueline
126.0;Revue pour adulte;1704.0;[Maison & travaux];
135.0;Bande dessinée jeunesse;1644.0;Abracada...boum !;Cohen, Jacqueline
138.0;Bande dessinée jeunesse;1632.0;A l'attaque !;Cohen, Jacqueline
146.0;Bande dessinée jeunesse;1568.0;Max est racketté;Saint Mars, Dominique de
151.0;Bande dessinée jeunesse >12 ans;1554.0;Lou !. 5;Neel, Julien
153.0;Revue pour adulte;1540.0;The New Yorker;
154.0;Bande dessinée jeunesse;1539.0;Bande de sauvages !;Cohen, Jacqueline
161.0;Revue pour adulte;1513.0;Mon jardin, ma maison;
170.0;Bande dessinée jeunesse;1496.0;Max veut etre délégué de classe;Saint Mars, Dominique de
173.0;Bande dessinée jeunesse;1487.0;Les parents de Max et Lili se disputent;Saint Mars, Dominique de
175.0;Bande dessinée jeunesse;1482.0;Max va à la peche avec son père;Saint-Mars, Dominique de
176.0;Bande dessinée jeunesse;1467.0;Lili veut choisir ses habits;Saint Mars, Dominique de
178.0;Bande dessinée jeunesse;1467.0;Max ne respecte rien;Saint-Mars, Dominique de
180.0;Bande dessinée jeunesse;1456.0;Lili part en camp de vacances;Saint Mars, Dominique de
184.0;Bande dessinée jeunesse;1434.0;Max n'en fait qu'à sa tête;Saint-Mars, Dominique de
198.0;Bande dessinée jeunesse;1391.0;Emilie a déménagé;Saint Mars, Dominique de
201.0;Bande dessinée jeunesse;1376.0;Max ne veut pas se laver;Saint-Mars, Dominique de
202.0;Revue pour adulte;1376.0;Art press;
204.0;Bande dessinée jeunesse;1373.0;Les fous du mercredi;Cohen, Jacqueline
205.0;Bande dessinée jeunesse;1372.0;Max n'aime pas l'école;Saint Mars, Dominique de
208.0;Revue jeunesse;1365.0;Arkéo junior;
210.0;Bande dessinée jeunesse;1363.0;Nina a été adoptée;Saint Mars, Dominique de
211.0;Bande dessinée jeunesse;1362.0;Journal infime;Neel, Julien
213.0;Revue pour adulte;1361.0;L'Auto-journal : combat pour l'automobile;
214.0;Bande dessinée jeunesse;1360.0;L'Alystory;Sobral, Patrick
220.0;Bande dessinée jeunesse;1341.0;Max est timide;Saint Mars, Dominique de
222.0;Bande dessinée jeunesse;1333.0;Toujours plus fort !;Cohen, Jacqueline
223.0;Bande dessinée jeunesse;1326.0;Max et Lili ont peur;Saint Mars, Dominique de
224.0;Revue pour adulte;1326.0;Parents;
226.0;Revue pour adulte;1322.0;Positif : revue mensuelle de cinéma;
233.0;Bande dessinée jeunesse;1302.0;Frères ennemis;Sobral, Patrick
245.0;Bande dessinée jeunesse;1236.0;Ca va chauffer !;Cohen, Jacqueline
246.0;;1232.0;Les Légendaires. 14. L'héritage du mal;Sobral, Patrick
247.0;Bande dessinée jeunesse;1231.0;Les parents de Zoé divorcent;Saint Mars, Dominique de
248.0;Bande dessinée jeunesse;1229.0;La pierre de Jovénia;Sobral, Patrick
251.0;Revue pour adulte;1220.0;Diapason : le magazine de la musique classique;
252.0;Revue pour adulte;1219.0;L'Étudiant : l'information pour choisir;
253.0;Revue jeunesse;1218.0;Kids' Mania;
254.0;Bande dessinée jeunesse;1216.0;Lili veut de l'argent de poche;Saint Mars, Dominique de
257.0;Livre jeunesse;1208.0;Max est maladroit;Saint-Mars, Dominique de
258.0;Bande dessinée jeunesse;1200.0;Sang royal;Sobral, Patrick
259.0;Revue pour adulte;1196.0;Le Débat : histoire, politique, société;
269.0;Bande dessinée jeunesse;1168.0;Aube et crépuscule;Sobral, Patrick
274.0;Revue pour adulte;1149.0;Classica;
279.0;Bande dessinée jeunesse;1139.0;Superstars;Cohen, Jacqueline
282.0;Bande dessinée jeunesse >12 ans;1127.0;Le sens de la vie;Zep
295.0;Revue pour adulte;1077.0;Terra eco : le magazine du développement durable;
301.0;Bande dessinée jeunesse;1056.0;Cédric. 26;Laudec
302.0;Bande dessinée jeunesse;1047.0;Les schtroumpfeurs de flûte;Peyo
304.0;Bande dessinée pour adulte;1041.0;Astérix et les Normands;Goscinny, René
306.0;;1037.0;14.0;Echenoz, Jean
307.0;Bande dessinée jeunesse;1036.0;Le bébé schtroumpf;Peyo
312.0;Livre pour adulte;1029.0;La vérité sur l'affaire Harry Quebert : roman;Dicker, Joël
318.0;Bande dessinée jeunesse;1017.0;Bienvenue au club !;Cohen, Jacqueline
324.0;Bande dessinée jeunesse;1001.0;Tueurs à gags;Coppée, Thierry
631.0;Bande dessinée pour adulte;659.0;Fairy Tail. 13;Mashima, Hiro
634.0;Bande dessinée jeunesse;658.0;Fléau sans frontière;Bertschy
636.0;Livre jeunesse;656.0;Bonjour, poussin;Ginsburg, Mirra
637.0;Livre sonore jeunesse;656.0;Le pyjama de Coco;Du Bouchet, Paule
640.0;Bande dessinée pour adulte;655.0;Quai d'Orsay : chroniques diplomatiques. 1;Blain, Christophe
646.0;Revue pour adulte;653.0;Première : le magazine couleur du cinéma;
648.0;Bande dessinée pour adulte;653.0;Fairy Tail. 18;Mashima, Hiro
651.0;Livre pour adulte;652.0;Notre-Dame du Nil : roman;Mukasonga, Scholastique
658.0;Livre jeunesse;647.0;Toc ! Toc ! Qui est là ?;Grindley, Sally
659.0;Revue pour adulte;647.0;L'Oeil : revue d'art mensuelle;
662.0;Enregistrement musical pour la jeunesse;646.0;Les jeux chantés des tout-petits : 0-3 ans;Resmond-Wenz, Evelyne
672.0;Bande dessinée jeunesse;640.0;Où est Garfield ?;Davis, Jim
674.0;;640.0;Les apparences;Flynn, Gillian
675.0;Livre pour adulte;638.0;Demain;Musso, Guillaume
676.0;Livre jeunesse;637.0;Délivrez-moi !;Sanders, Alex
678.0;Livre jeunesse;636.0;Le petit déjeuner de la famille Souris;Iwamura, Kazuo
683.0;Bande dessinée jeunesse;634.0;L'artiste peintre;Groot, Bob De
685.0;Bande dessinée jeunesse;634.0;La malédiction des trente deniers;Van Hamme, Jean
689.0;Livre jeunesse;631.0;L'école de Barbapapa;Tison, Annette
694.0;Livre jeunesse;629.0;Bloub bloub bloub;Kasano, Yuichi
698.0;Bande dessinée jeunesse >12 ans;629.0;Fairy Tail. 9;Mashima, Hiro
708.0;Bande dessinée jeunesse >12 ans;625.0;Gaston. 2;Franquin, André
712.0;;624.0;Oh... : roman;Djian, Philippe
715.0;Bande dessinée jeunesse;622.0;Traque à Montmartre;Pommaux, Yvan
718.0;Livre jeunesse;622.0;Charlie remonte le temps;Handford, Martin
720.0;Livre jeunesse;621.0;La chasse à l'ours;Rosen, Michael
726.0;Livre pour adulte;620.0;En souvenir d'André : roman;Winckler, Martin
728.0;;619.0;Cinquante nuances plus sombres : roman;James, E.L.
731.0;Bande dessinée jeunesse;618.0;Gare au loup : cinq histoires courtes;Pommaux, Yvan
732.0;Livre pour adulte;618.0;L'hiver du monde : roman;Follett, Ken
739.0;Livre pour adulte;614.0;La reine dans le palais des courants d'air;Larsson, Stieg
750.0;Bande dessinée pour adulte;610.0;Garfield mange plus vite que son ombre;Davis, Jim
756.0;Livre sonore jeunesse;608.0;Comptines pour les gourmands;Hudrisier, Cécile
757.0;Bande dessinée jeunesse >12 ans;607.0;Naruto. 1;Kishimoto, Masashi
761.0;Bande dessinée jeunesse >12 ans;605.0;C'est bon l'amour !;Darasse
764.0;Livre jeunesse;604.0;Quel chantier !;Delebecque, François
779.0;;598.0;Chroniques de Jérusalem;Delisle, Guy
780.0;Bande dessinée jeunesse;597.0;Les deux terreurs;Cohen, Jacqueline
787.0;;596.0;En ville;Oster, Christian
792.0;Bande dessinée jeunesse;592.0;Fais de beaux rêves !;Tome
795.0;Livre jeunesse;591.0;Roule galette;Caputo, Natha
802.0;Bande dessinée jeunesse;587.0;La vengeance du prince Melcar;Pommaux, Yvan
803.0;Livre jeunesse;587.0;Maman Quichon se fâche;Vaugelade, Anaïs
806.0;Bande dessinée jeunesse;586.0;Boule & Bill : super protecteurs des animaux;Roba
809.0;Bande dessinée jeunesse;584.0;La légende de l'ouest;Nordmann, Patrick
819.0;Livre jeunesse;580.0;Cubes surprises;Yonezu, Yusuke
824.0;;579.0;La page blanche;Boulet
828.0;Bande dessinée jeunesse >12 ans;577.0;Naruto. 5;Kishimoto, Masashi
829.0;Bande dessinée pour adulte;577.0;Fairy Tail. 17;Mashima, Hiro
839.0;Nouveauté;575.0;Les souvenirs;Foenkinos, David
852.0;Nouveauté;571.0;Les désorientés : roman;Maalouf, Amin
854.0;Livre pour adulte;570.0;Trois femmes puissantes : roman;NDiaye, Marie
857.0;Livre jeunesse;568.0;Pour la vie;Corbeyran, Eric
859.0;Bande dessinée jeunesse;567.0;Premier de la classe (en commençant par la fin);Godi, Bernard
861.0;Livre jeunesse;565.0;Noir sur blanc;Hoban, Tana
868.0;;564.0;Mapuche;Férey, Caryl
873.0;Bande dessinée jeunesse >12 ans;562.0;Naruto. 12;Kishimoto, Masashi
881.0;Bande dessinée pour adulte;559.0;L'appât;Jigounov, Iouri
883.0;Revue pour adulte;558.0;Alternatives internationales;
926.0;Bande dessinée jeunesse;544.0;Chi, une vie de chat. 2;Konami, K.
931.0;Bande dessinée jeunesse >12 ans;542.0;Gaston. 1;Franquin, André
935.0;Bande dessinée jeunesse;542.0;Chi, une vie de chat. 3;Konami, K.
939.0;Bande dessinée jeunesse;541.0;Le retour du lapin magicien;Derib
944.0;Nouveauté;541.0;Le bleu de la nuit;Didion, Joan
949.0;Bande dessinée jeunesse;539.0;C'est du joli !;Tome
951.0;Revue pour adulte;539.0;Maison bricolage décoration;
967.0;Bande dessinée jeunesse;536.0;Le bal de printemps;Algésiras
968.0;Bande dessinée jeunesse;535.0;Le chêne qui parlait;Derib
975.0;Livre jeunesse;533.0;Pour qui ce petit bisou ?;Guettier, Bénédicte
983.0;Livre jeunesse;532.0;A ce soir !;Ashbé, Jeanne
984.0;Bande dessinée jeunesse;532.0;Garfield a une idée géniale;Davis, Jim
989.0;Bande dessinée pour adulte;530.0;Tout schuss;Davis, Jim
990.0;Bande dessinée jeunesse >12 ans;530.0;Naruto. 20;Kishimoto, Masashi
998.0;Livre jeunesse;527.0;La famille souris se couche;Iwamura, Kazuo
1000.0;Livre jeunesse;527.0;Ca fait suer ! : guide de survie en milieu hostile;Kinney, Jeff
264.0;Bande dessinée jeunesse;1185.0;Un enfant chez les schtroumpfs;Díaz Vizoso, Miguel
267.0;Revue pour adulte;1175.0;Challenges;
470.0;Revue jeunesse;790.0;Les P'tites princesses :;
477.0;Bande dessinée jeunesse;779.0;Qui a éteint la lumière ?;Cauvin, Raoul
480.0;Livre jeunesse;774.0;Le géant de Zéralda;Ungerer, Tomi
483.0;Nouveauté;773.0;L'oiseau de mauvais augure;Läckberg, Camilla
501.0;Livre jeunesse;759.0;Qui où quoi;Perrin, Martine
503.0;Bande dessinée jeunesse;756.0;Le petit Spirou. 14. Bien fait pour toi !;Janry
521.0;Non empruntable;737.0;Inazuma eleven. 1;Yabuno, Tenya
522.0;Bande dessinée jeunesse;735.0;Jeux de vilains;Midam
523.0;Bande dessinée jeunesse;735.0;Garfield fait le poids;Davis, Jim
524.0;Bande dessinée pour adulte;735.0;Aya de Yopougon. 2;Abouet, Marguerite
528.0;Bande dessinée jeunesse;732.0;Seuls. 2. Le maître des couteaux;Gazzotti, Bruno
536.0;Bande dessinée jeunesse;720.0;Le petit Spirou. 15. Tiens-toi droit !;Tome
539.0;Nouveauté;717.0;Les deux messieurs de Bruxelles;Schmitt, Éric-Emmanuel
546.0;Nouveauté;713.0;Le prisonnier du ciel;Ruiz Zafón, Carlos
550.0;;709.0;Cet instant-là;Kennedy, Douglas
555.0;;706.0;Volte-face : roman;Connelly, Michael
565.0;Bande dessinée jeunesse;695.0;Ultra top secret !;Didier, Anne
570.0;Livre jeunesse;691.0;Mimi va dormir chez une copine;Cousins, Lucy
576.0;Bande dessinée jeunesse;689.0;Le remonte-kiki;Sfar, Joann
585.0;Bande dessinée jeunesse;685.0;Le serment des cinq lords;Sente, Yves
592.0;Bande dessinée jeunesse;683.0;Où sont les freins ?;Cauvin, Raoul
594.0;Bande dessinée jeunesse;682.0;280 de Q.I. !;Godi, Bernard
598.0;;680.0;Indigo;Cusset, Catherine
615.0;Bande dessinée jeunesse;668.0;Devine qui vient dîner ce soir ?;Davis, Jim
617.0;Revue pour adulte;668.0;IDEAT : idées, décoration, évasion, art, tendances;
619.0;Bande dessinée jeunesse;666.0;Fairy Tail. 20;Mashima, Hiro
623.0;Livre jeunesse;662.0;La maison de Barbapapa;Tison, Annette
628.0;Livre jeunesse;660.0;Ma voiture;Barton, Byron
633.0;Livre pour adulte;658.0;Le tailleur de pierre;Läckberg, Camilla
644.0;Bande dessinée pour adulte;653.0;Asterix en Corse;Goscinny, René
645.0;Revue pour adulte;653.0;Rustica hebdo;
647.0;Bande dessinée pour adulte;653.0;Fairy Tail. 15;Mashima, Hiro
657.0;Bande dessinée jeunesse;647.0;Graine de cocker;Verron, Laurent
660.0;Bande dessinée jeunesse;647.0;Malédiction !;Clarke
663.0;Bande dessinée pour adulte;646.0;Les lauriers de César;Goscinny, René
667.0;Nouveauté;643.0;Moi, René Tardi, prisonnier au Stalag II B;Tardi, Jacques
668.0;Revue pour adulte;642.0;Le Matricule des anges : journal d'informations littéraires;
671.0;Bande dessinée jeunesse >12 ans;640.0;Gaston. 10;Franquin, André
682.0;Livre jeunesse;635.0;Joyeux anniversaire !;Nakagawa, Chihiro
687.0;Bande dessinée jeunesse;632.0;Le cosmoschtroumpf;Peyo
691.0;Livre jeunesse;631.0;Mimi va camper;Cousins, Lucy
699.0;Bande dessinée jeunesse >12 ans;628.0;Faites comme chez vous;Darasse
700.0;Bande dessinée pour adulte;628.0;Colère rouge;Francq, Philippe
702.0;Bande dessinée jeunesse;627.0;Au pied, j'ai dit !;Laudec
704.0;Livre jeunesse;627.0;Un air de famille;Cazenove
709.0;Livre jeunesse;625.0;Mon pull;Poussier, Audrey
710.0;Bande dessinée jeunesse >12 ans;624.0;Aux prises avec baggy et ses hommes !;Oda, Eiichiro
717.0;Nouveauté;622.0;Sous haute tension;Coben, Harlan
719.0;Nouveauté;622.0;Le coup de filet : roman;Camilleri, Andrea
723.0;Livre pour adulte;621.0;Brunetti et le mauvais augure;Leon, Donna
724.0;Bande dessinée pour adulte;620.0;Le temple du soleil;Hergé
729.0;Bande dessinée jeunesse;618.0;A l'eau police;Cauvin, Raoul
735.0;;616.0;Le grand Coeur : roman;Rufin, Jean-Christophe
746.0;Bande dessinée jeunesse;612.0;Superstars;Cohen, Jacqueline
747.0;Bande dessinée jeunesse;612.0;Il faut éliminer Toxine;Sfar, Joann
748.0;Nouveauté;611.0;Des clous dans le coeur : roman;Thiéry, Danielle
759.0;Revue pour adulte;607.0;Grazia;
762.0;Nouveauté;605.0;Plaintes;Rankin, Ian
768.0;Revue pour adulte;601.0;Randos balades : la revue de tous les randonneurs;
772.0;Bande dessinée jeunesse;600.0;Ariol : le chevalier cheval;Guibert, Emmanuel
778.0;Bande dessinée jeunesse;598.0;Ma Dalton;Goscinny, René
784.0;Bande dessinée jeunesse >12 ans;596.0;Piété filiale;Oda, Eiichiro
785.0;Bande dessinée jeunesse;596.0;Pizza tomik;Guibert, Emmanuel
789.0;Bande dessinée jeunesse;593.0;Comme sur des roulettes;Laudec
790.0;Bande dessinée jeunesse >12 ans;593.0;Ma première fois !;Darasse
794.0;Revue pour adulte;592.0;So foot;
805.0;Livre jeunesse;586.0;Gros pipi;Jadoul, Emile
811.0;Bande dessinée pour adulte;584.0;Fairy Tail. 14;Mashima, Hiro
823.0;Nouveauté;579.0;Largo Winch. 17. Mer Noire;
830.0;Nouveauté;577.0;Les neuf dragons : une enquête de Harry Bosch : roman;Connelly, Michael
833.0;Livre jeunesse;576.0;Jean de la lune;Ungerer, Tomi
844.0;Nouveauté;574.0;Betty;Arnaldur Indridason
846.0;Bande dessinée jeunesse;574.0;Sardine de l'espace. 11. L'archipel des hommes-sandwichs;Sapin, Mathieu
847.0;Bande dessinée jeunesse >12 ans;573.0;Le vieux schnock;Oda, Eiichiro
849.0;Nouveauté;573.0;La moitié du paradis;Burke, James Lee
853.0;Livre jeunesse;570.0;Le théâtre de Barbapapa;Tison, Annette
869.0;Livre pour adulte;563.0;Les heures souterraines : roman;Vigan, Delphine de
875.0;Bande dessinée jeunesse;561.0;Le génie donne sa langue au chat;Groot, Bob De
876.0;Bande dessinée jeunesse;561.0;Le schtroumpf sauvage;Parthoens, Luc
879.0;Nouveauté;560.0;Sacrifices : roman;Lemaitre, Pierre
894.0;Bande dessinée jeunesse;554.0;Le génie des grandeurs;De Groot, Bob
897.0;Bande dessinée jeunesse >12 ans;553.0;Les cerisiers de Hiluluk;Oda, Eiichiro
907.0;Bande dessinée jeunesse;551.0;Record battu !;Didier, Anne
910.0;Bande dessinée jeunesse >12 ans;550.0;Naruto. 36;Kishimoto, Masashi
911.0;Nouveauté;550.0;Liquidations à la grecque : roman;Márkaris, Pétros
919.0;Bande dessinée jeunesse;546.0;Un petit ane comme vous et moi;Guibert, Emmanuel
923.0;Nouveauté;546.0;Grand maître;Harrison, Jim
940.0;Revue pour adulte;541.0;Magic ! : revue pop moderne;
947.0;Nouveauté;540.0;A l'encre russe : roman;Rosnay, Tatiana de
952.0;Bande dessinée jeunesse;539.0;Le bal d'été;Algésiras
956.0;Bande dessinée jeunesse;538.0;Une jolie vache;Guibert, Emmanuel
957.0;Revue pour adulte;538.0;La Revue française de généalogie;
963.0;Bande dessinée jeunesse;537.0;Hypnosis;Gilson, François
964.0;;537.0;L'étrange destin de Katherine Carr : roman;Cook, Thomas H.
971.0;Nouveauté;535.0;Le vieux qui ne voulait pas fêter son anniversaire : roman;Jonasson, Jonas
995.0;Livre jeunesse;528.0;C'est elle qui a commencé;Cazenove, Christophe
961.0;Enregistrement musical pour la jeunesse;537.0;Coco et le poisson Ploc;Du Bouchet, Paule
966.0;Bande dessinée jeunesse >12 ans;536.0;Tout est bon dans le garçon !;Darasse
970.0;Livre jeunesse;535.0;Max part en classe verte;Saint-Mars, Dominique de
977.0;Bande dessinée jeunesse;533.0;Jeux idiots;Guibert, Emmanuel
980.0;;533.0;Tombeau de Nicolas Ier et avènement de François IV;Rambaud, Patrick
996.0;Bande dessinée jeunesse >12 ans;527.0;Naruto. 17;Kishimoto, Masashi
999.0;Livre jeunesse;527.0;Le déjeuner de la petite ogresse;Vaugelade, Anaïs
333.0;Bande dessinée jeunesse;980.0;La menace Schtroumpf;Parthoens, Luc
338.0;Revue pour adulte;976.0;Manière de voir;
342.0;Revue pour adulte;965.0;Jazz magazine - Jazzman;
343.0;Bande dessinée jeunesse;964.0;L'oeuf et les schtroumpfs;Peyo
355.0;Bande dessinée jeunesse;948.0;Les p'tits schtroumpfs;Peyo
360.0;Revue pour adulte;935.0;Elle à table;
370.0;Bande dessinée pour adulte;918.0;Tintin au Congo;Hergé
375.0;Bande dessinée pour adulte;908.0;L'affaire Tournesol;Hergé
378.0;Enregistrement musical pour la jeunesse;901.0;Le doudou de Coco : une histoire mise en musique;Du Bouchet, Paule
387.0;Revue jeunesse;893.0;WITCH mag;
405.0;Bande dessinée jeunesse;874.0;Bonjour les cadeaux !;Cohen, Jacqueline
406.0;;873.0;La rose écarlate. 7. Tu seras toujours à moi;Lyfoung, Patricia
413.0;Bande dessinée jeunesse;866.0;Je veux l'épouser !;Laudec
417.0;Livre jeunesse;857.0;Grrr !;Maubille, Jean
421.0;Bande dessinée jeunesse >12 ans;849.0;Dieu, le sexe et les bretelles;Zep
424.0;Bande dessinée jeunesse;846.0;Vivement les vacances !;Godi, Bernard
427.0;Livre pour adulte;843.0;La liste de mes envies;Delacourt, Grégoire
433.0;Livre sonore jeunesse;835.0;L'anniversaire de Coco;Du Bouchet, Paule
441.0;Nouveauté;826.0;Je vais mieux : roman;Foenkinos, David
445.0;Bande dessinée jeunesse;820.0;La quatrième dimension et demie;Vehlmann, Fabien
449.0;Livre pour adulte;815.0;Certaines n'avaient jamais vu la mer : roman;Otsuka, Julie
450.0;Bande dessinée pour adulte;814.0;Astérix et les Goths;Goscinny, René
453.0;Nouveauté;810.0;Les joyaux du Paradis;Leon, Donna
455.0;Livre jeunesse;808.0;Grosse colère;Allancé, Mireille d'
462.0;Revue pour adulte;799.0;Management;
464.0;Revue pour adulte;798.0;A vivre : architectures : le magazine de la maison;
467.0;Bande dessinée jeunesse;793.0;Boule et Bill. 33. A l'abordage !!;Verron, Laurent
479.0;Bande dessinée jeunesse;777.0;C'est magique !;Cohen, Jacqueline
491.0;Livre de section jeunesse > 12 ans;768.0;Hunger games;Collins, Suzanne
495.0;Bande dessinée pour adulte;762.0;Astérix chez les Belges;Goscinny, René
500.0;Bande dessinée pour adulte;760.0;Astérix gladiateur;Goscinny, René
