Rang;Type de document;Prêts;Titre;Auteur
418.0;Bande dessinée jeunesse;443.0;Akissi. 6. Sans amis [Texte imprimé];Abouet, Marguerite
425.0;Bande dessinée jeunesse;441.0;Punis pour le meilleur et pour le pire [Texte imprimé];Godi, Bernard
426.0;Bande dessinée jeunesse;441.0;Les p'tits schtroumpfs [Texte imprimé];Peyo
434.0;Livre adulte;438.0;No problemo [Texte imprimé];
435.0;DVD jeunesse;437.0;Shaun le mouton [Images animées];
440.0;Bande dessinée ado;436.0;Fenetre sur cours [Texte imprimé];Pica
442.0;Bande dessinée jeunesse;435.0;Astérix chez les Helvètes [Texte imprimé];Goscinny, René
444.0;Bande dessinée jeunesse;434.0;Un prince à croquer [Texte imprimé]. 4. Dessert;Lyfoung, Patricia
1.0;Livre jeunesse;1176.0;Max se trouve trop petit [Texte imprimé];Saint-Mars, Dominique de
3.0;Livre jeunesse;1158.0;Max et Lili ont des pouvoirs magiques;Saint-Mars, Dominique de
9.0;Bande dessinée jeunesse;1052.0;Max et Lili veulent être gentils;Saint-Mars, Dominique de
10.0;Livre jeunesse;1044.0;Lili a trop honte [Texte imprimé];Saint-Mars, Dominique de
13.0;Livre jeunesse;1020.0;Max et Lili trouvent leur cousin angoissé [Texte imprimé];Saint-Mars, Dominique de
24.0;Bande dessinée jeunesse;910.0;Increvables !;Cohen, Jacqueline
32.0;Bande dessinée jeunesse;865.0;Max ne respecte rien [Texte imprimé];Saint-Mars, Dominique de
43.0;Livre jeunesse;842.0;Le tonton de Max et Lili est en prison;Saint-Mars, Dominique de
49.0;Bande dessinée jeunesse;826.0;Poux, papous et pas papous [Texte imprimé];Cohen, Jacqueline
51.0;Bande dessinée jeunesse;822.0;Lili va chez la psy [Texte imprimé];Saint-Mars, Dominique de
58.0;Bande dessinée ado;804.0;Lou !. 5;Neel, Julien
60.0;CD jeunesse;803.0;Max et Lili se posent des questions sur Dieu [Texte imprimé];Saint-Mars, Dominique de
66.0;Bande dessinée jeunesse;798.0;Max aime les monstres [Texte imprimé];Saint-Mars, Dominique de
68.0;Bande dessinée jeunesse;796.0;Max trouve que c'est pas juste [Texte imprimé];Saint-Mars, Dominique de
78.0;Bande dessinée jeunesse;787.0;Lili regarde trop la télé [Texte imprimé];Saint-Mars, Dominique de
84.0;Bande dessinée jeunesse;780.0;La copine de Lili a une maladie grave [Texte imprimé];Saint-Mars, Dominique de
87.0;Bande dessinée jeunesse;775.0;A l'attaque ! [Texte imprimé];Cohen, Jacqueline
90.0;Bande dessinée jeunesse;768.0;Les parents de Max et Lili se disputent [Texte imprimé];Saint-Mars, Dominique de
96.0;Bande dessinée jeunesse;759.0;Lili rêve d'être une femme;Saint-Mars, Dominique de
97.0;Bande dessinée jeunesse;758.0;Max se trouve nul [Texte imprimé];Saint-Mars, Dominique de
101.0;Bande dessinée jeunesse;747.0;Max va à la peche avec son père [Texte imprimé];Saint-Mars, Dominique de
104.0;Bande dessinée jeunesse;738.0;Les deux terreurs [Texte imprimé];Cohen, Jacqueline
110.0;Non spécifié;732.0;Astérix chez les Pictes [Texte imprimé];Ferri, Jean-Yves
111.0;Bande dessinée jeunesse;730.0;Les Légendaires [Texte imprimé]. 18. La fin de l'histoire ?;Sobral, Patrick
114.0;Bande dessinée jeunesse;729.0;Coeur du passé [Texte imprimé];Sobral, Patrick
122.0;Bande dessinée jeunesse;712.0;Les Légendaires [Texte imprimé]. 16. L'éternité ne dure qu'un temps;Sobral, Patrick
124.0;Bande dessinée jeunesse;710.0;Ca va chauffer ! [Texte imprimé];Cohen, Jacqueline
144.0;Bande dessinée jeunesse;665.0;Shimy [Texte imprimé];Sobral, Patrick
153.0;Livre jeunesse;646.0;Grrr ! [Texte imprimé];Maubille, Jean
156.0;Livre jeunesse;642.0;Max est maladroit [Texte imprimé];Saint-Mars, Dominique de
157.0;Nouveauté;641.0;Arrête avec tes mensonges [Texte imprimé] : roman;Besson, Philippe
161.0;Bande dessinée jeunesse;633.0;Les Cartables décollent [Texte imprimé];Cohen, Jacqueline
166.0;Bande dessinée jeunesse;629.0;La rose écarlate [Texte imprimé]. 12. Tu m'as ouvert les yeux;Lyfoung, Patricia
168.0;Nouveauté;628.0;L'espionne [Texte imprimé];Coelho, Paulo
175.0;Bande dessinée ado;615.0;Duel de belles;Delaf
184.0;Bande dessinée jeunesse;606.0;Max n'aime pas perdre [Texte imprimé];Saint-Mars, Dominique de
197.0;Bande dessinée ado;594.0;Je serai toujours avec toi;Lyfoung, Patricia
198.0;Non spécifié;594.0;Tu aurais dû me laisser mourir [Texte imprimé];Lyfoung, Patricia
200.0;Livre jeunesse;591.0;A la mode de chez nous [Texte imprimé];Cazenove
201.0;Bande dessinée adulte;591.0;Astérix et les Normands [Texte imprimé];Goscinny, René
204.0;Bande dessinée adulte;583.0;Vol 714 pour Sydney [Texte imprimé];Hergé
215.0;CD jeunesse;572.0;Le doudou de Coco [Multimédia multisupport] : une histoire mise en musique;Du Bouchet, Paule
225.0;Bande dessinée adulte;564.0;Le secret de la Licorne [Texte imprimé];Hergé
230.0;Bande dessinée jeunesse;561.0;Lili veut de l'argent de poche [Texte imprimé];Saint-Mars, Dominique de
233.0;Nouveauté;558.0;Article 353 du Code pénal [Texte imprimé];Viel, Tanguy
249.0;Livre jeunesse;543.0;Délivrez-moi ! [Texte imprimé];Sanders, Alex
267.0;Nouveauté;534.0;Bridget Jones baby [Texte imprimé] : le journal;Fielding, Helen
272.0;Livre jeunesse;531.0;Parents à vendre [Texte imprimé];Mr Tan
275.0;Bande dessinée jeunesse;529.0;Le ciel lui tombe sur la tete [Texte imprimé];Uderzo, Albert
281.0;Bande dessinée jeunesse;525.0;L'élève dépasse le mètre;Coppée, Thierry
283.0;Bande dessinée jeunesse;524.0;Bonjour les cadeaux ! [Texte imprimé];Cohen, Jacqueline
298.0;Bande dessinée jeunesse;516.0;Max veut se faire des amis [Texte imprimé];Saint-Mars, Dominique de
303.0;Livre jeunesse;512.0;Mortelle Adèle. 2. L'enfer c'est les autres;Tan
308.0;Livre adulte;510.0;Celle qui fuit et celle qui reste;Ferrante, Elena
314.0;Bande dessinée jeunesse;506.0;Le schtroumpf reporter [Texte imprimé];Parthoens, Luc
316.0;Bande dessinée ado;505.0;L'amour, c'est pô propre... [Texte imprimé];Zep
318.0;Bande dessinée jeunesse;505.0;Les Schtroumpfs et l'amour sorcier [Texte imprimé];Jost, Alain
324.0;Bande dessinée jeunesse;497.0;C'est pô juste... [Texte imprimé];Zep
325.0;Bande dessinée jeunesse;496.0;Astérix et Latraviata [Texte imprimé];Uderzo, Albert
328.0;Bande dessinée jeunesse;496.0;Loin des yeux...;Darasse
332.0;Bande dessinée jeunesse;493.0;Max est jaloux [Texte imprimé];Saint-Mars, Dominique de
336.0;Bande dessinée jeunesse;492.0;La Schtroumpfette [Texte imprimé];Delporte, Yvan
337.0;Bande dessinée ado;492.0;Titeuf et le derrière des choses [Texte imprimé];Zep
338.0;Bande dessinée adulte;490.0;L'Arabe du futur [Texte imprimé]. 2. Une jeunesse au Moyen-Orient, 1984-1985;Sattouf, Riad
348.0;Bande dessinée adulte;485.0;L'odyssée d'Astérix [Texte imprimé];Uderzo, Albert
349.0;Nouveauté;484.0;Brunetti en trois actes [Texte imprimé];Leon, Donna
351.0;Bande dessinée jeunesse;483.0;Apocalypse boy [Texte imprimé];Midam
365.0;Bande dessinée jeunesse;473.0;Les Schtroumpfs et le Cracoucass [Texte imprimé];Peyo
378.0;Livre jeunesse;467.0;Mon papa [Texte imprimé];Browne, Anthony
383.0;Bande dessinée ado;464.0;Entre les deux, mon coeur balance... [Texte imprimé];Darasse
390.0;Livre jeunesse;459.0;C'est elle qui a commencé;Cazenove, Christophe
391.0;Bande dessinée jeunesse;458.0;Jeux de vilains [Texte imprimé];Midam
399.0;Livre adulte;453.0;Culottées [Texte imprimé] : des femmes qui ne font que ce qu'elles veulent. 1;Bagieu, Pénélope
400.0;Bande dessinée jeunesse;453.0;Le chevalier cheval;Guibert, Emmanuel
401.0;Bande dessinée jeunesse;452.0;Le schtroumpfissime [Texte imprimé];Delporte, Yvan
409.0;Bande dessinée adulte;447.0;Titeuf. 13. A la folie !;Zep
414.0;Livre adulte;445.0;Un petit âne comme vous et moi;Guibert, Emmanuel
416.0;Bande dessinée jeunesse;444.0;Boing ! Boing ! Bunk ! [Texte imprimé];Midam
422.0;Bande dessinée jeunesse;442.0;Allez, les monstres ! [Texte imprimé];Cohen, Jacqueline
427.0;Bande dessinée jeunesse;441.0;Game over. 8. Cold case : affaires glacées;Midam
428.0;Livre ado;441.0;Le spectre de la Bastille [Texte imprimé]. 1;Lyfoung, Patricia
433.0;Non spécifié;438.0;Une histoire des Schtroumpfs [Texte imprimé]. 34. Les Schtroumpfs et le demi-génie;Jost, Alain
452.0;DVD jeunesse;432.0;Harry Potter et le Prince de sang-mêlé [Images animées];Yates, David
457.0;Livre adulte;430.0;Le piège de la belle au bois dormant [Texte imprimé];Clark, Mary Higgins
466.0;Bande dessinée adulte;424.0;Le bouclier arverne [Texte imprimé];Goscinny, René
468.0;Livre jeunesse;424.0;Coco et la confiture;Du Bouchet, Paule
475.0;Livre adulte;422.0;Le premier miracle [Texte imprimé];Legardinier, Gilles
481.0;Non spécifié;421.0;Un prince à croquer. 2. Plat;Lyfoung, Patricia
482.0;Livre sonore jeunesse;420.0;Dodo, Coco !;Du Bouchet, Paule
484.0;Bande dessinée adulte;420.0;Astérix en Hispanie [Texte imprimé];Goscinny, René
486.0;Bande dessinée jeunesse;420.0;Sardine de l'espace. 10. La reine de l'Afripe;Guibert, Emmanuel
488.0;Bande dessinée jeunesse;419.0;Chi, une vie de chat. 5;Konami, K.
492.0;Nouveauté;417.0;Les bottes suédoises [Texte imprimé];Mankell, Henning
493.0;Nouveauté;417.0;Romain Gary s'en va-t-en guerre [Texte imprimé] : roman;Seksik, Laurent
494.0;Bande dessinée jeunesse;417.0;Walking blork;Midam
506.0;Bande dessinée jeunesse;411.0;Marion Duval. 22. La reine éternelle;Bouchié, Pascale
508.0;Livre adulte;410.0;Que la bête s'échappe [Texte imprimé];Kellerman, Jesse
512.0;Livre jeunesse;409.0;Allez, les monstres ! [Texte imprimé];Cohen, Jacqueline
515.0;Livre adulte;408.0;Les lois naturelles de l'enfant [Texte imprimé];Alvarez, Céline
522.0;Bande dessinée jeunesse;407.0;Le cimetière des autobus [Texte imprimé];Neel, Julien
2.0;Livre jeunesse;1166.0;Va-t'en, grand monstre vert ! [Texte imprimé];Emberley, Ed
16.0;Livre jeunesse;981.0;Lili veut un téléphone portable;Saint-Mars, Dominique de
18.0;Livre jeunesse;944.0;Max veut sauver les animaux;Saint-Mars, Dominique de
23.0;Bande dessinée jeunesse;910.0;La salsa des saucisses [Texte imprimé];Cohen, Jacqueline
34.0;Bande dessinée jeunesse;861.0;Bande de sauvages ! [Texte imprimé];Cohen, Jacqueline
39.0;Bande dessinée jeunesse;851.0;Lili se fait piéger sur internet [Texte imprimé];Saint-Mars, Dominique de
42.0;Bande dessinée jeunesse;842.0;Tom-Tom et l'impossible Nana [Texte imprimé];Cohen, Jacqueline
44.0;Livre jeunesse;836.0;Max embête les filles [Texte imprimé];Saint-Mars, Dominique de
46.0;Bande dessinée jeunesse;832.0;Max est racketté [Texte imprimé];Saint-Mars, Dominique de
54.0;Bande dessinée jeunesse;815.0;Max veut etre délégué de classe [Texte imprimé];Saint-Mars, Dominique de
55.0;Bande dessinée jeunesse;809.0;Lili veut choisir ses habits [Texte imprimé];Saint-Mars, Dominique de
72.0;Bande dessinée jeunesse;790.0;Max et Lili se sont perdus [Texte imprimé];Saint-Mars, Dominique de
73.0;Bande dessinée jeunesse;789.0;Frères ennemis [Texte imprimé];Sobral, Patrick
88.0;Bande dessinée jeunesse;774.0;L'exode de Kalandre [Texte imprimé];Sobral, Patrick
91.0;Bande dessinée jeunesse;767.0;Versus inferno;Sobral, Patrick
99.0;Non spécifié;752.0;Les dents du lapin [Texte imprimé];Guibert, Emmanuel
102.0;Bande dessinée jeunesse;747.0;Max n'aime pas lire [Texte imprimé];Saint-Mars, Dominique de
103.0;Bande dessinée jeunesse;741.0;Les mabouls déboulent ! [Texte imprimé];Cohen, Jaqueline
108.0;Bande dessinée jeunesse;734.0;Max et Lili sont malades [Texte imprimé];Saint-Mars, Dominique de
116.0;Bande dessinée jeunesse;723.0;Max est fou de jeux vidéo [Texte imprimé];Saint-Mars, Dominique de
120.0;Bande dessinée jeunesse;714.0;Lili n'aime que les frites [Texte imprimé];Saint-Mars, Dominique de
123.0;Bande dessinée jeunesse;711.0;Journal infime [Texte imprimé];Neel, Julien
125.0;Bande dessinée jeunesse;706.0;Max n'en fait qu'à sa tête [Texte imprimé];Saint-Mars, Dominique de
129.0;Nouveauté;689.0;Petit pays [Texte imprimé];Faye, Gael
135.0;Bande dessinée jeunesse;678.0;Les trois baudets;Guibert, Emmanuel
136.0;Bande dessinée jeunesse;676.0;Marlène grignote tout le temps [Texte imprimé];Saint-Mars, Dominique de
139.0;Bande dessinée jeunesse;671.0;Max et Lili veulent des câlins [Texte imprimé];Saint-Mars, Dominique de
143.0;Bande dessinée jeunesse;667.0;Lili part en camp de vacances [Texte imprimé];Saint-Mars, Dominique de
149.0;Livre adulte;657.0;Sur les chemins noirs [Texte imprimé];Tesson, Sylvain
155.0;Bande dessinée jeunesse;644.0;Le père de Max et Lili est au chômage [Texte imprimé];Saint-Mars, Dominique de
171.0;Bande dessinée jeunesse;624.0;"Max raconte des ""bobards"" [Texte imprimé]";Saint-Mars, Dominique de
185.0;Bande dessinée jeunesse;606.0;Max est casse-cou [Texte imprimé];Saint-Mars, Dominique de
194.0;Bande dessinée jeunesse;596.0;Sale temps pour les moches [Texte imprimé];Delaf
206.0;Bande dessinée adulte;581.0;L'affaire Tournesol [Texte imprimé];Hergé
207.0;Bande dessinée jeunesse;580.0;Ultra top secret ! [Texte imprimé];Didier, Anne
211.0;Bande dessinée jeunesse;577.0;Un namour de sister;Maury, William
220.0;Bande dessinée adulte;567.0;Astérix gladiateur [Texte imprimé];Goscinny, René
222.0;Bande dessinée adulte;566.0;L'île noire [Texte imprimé];Hergé
237.0;Bande dessinée jeunesse;554.0;Mon coup d'soleil, c'est toi !;Cazenove, Christophe
238.0;Non spécifié;553.0;Où es-tu ?;Lyfoung, Patricia
243.0;Bande dessinée jeunesse;549.0;"Seuls. 9. Avant l'Enfant-Minuit [Texte imprimé] ; [scénario] Vehlmann";Vehlmann, Fabien
246.0;Non spécifié;544.0;La dame en rouge [Texte imprimé]. 2;Lyfoung, Patricia
250.0;Bande dessinée adulte;543.0;Le combat des chefs [Texte imprimé];Goscinny, René
252.0;Bande dessinée jeunesse;542.0;Les blagues de Toto [Texte imprimé]. 12. Bête de concours;Coppée, Thierry
266.0;Nouveauté;534.0;Et tu trouveras le trésor qui dort en toi [Texte imprimé];Gounelle, Laurent
268.0;Bande dessinée ado;534.0;Je savais que je te rencontrerais [Texte imprimé];Lyfoung, Patricia
271.0;Bande dessinée jeunesse;531.0;Amies pour la vie ! [Texte imprimé]. 14;Darasse
274.0;Bande dessinée jeunesse;529.0;La rose écarlate [Texte imprimé]. 11. Peux-tu comprendre cela ?;Lyfoung, Patricia
278.0;Bande dessinée jeunesse;526.0;Slime project;Midam
290.0;Bande dessinée ado;521.0;Le sens de la vie [Texte imprimé];Zep
292.0;Bande dessinée adulte;520.0;Tintin au pays de l'or noir [Texte imprimé];Hergé
304.0;Bande dessinée adulte;512.0;Une jeunesse au Moyen-Orient, 1978-1984;Sattouf, Riad
305.0;Bande dessinée jeunesse;512.0;Barbecue royal [Texte imprimé];Midam
313.0;DVD jeunesse;506.0;Vice-Versa [Images animées];
321.0;Bande dessinée jeunesse;501.0;Yes, I can ! [Texte imprimé];Patelin
323.0;Nouveauté;497.0;La fille de Brooklyn [Texte imprimé];Musso, Guillaume
333.0;Bande dessinée jeunesse;493.0;A la folie ! [Texte imprimé];Darasse
334.0;Bande dessinée adulte;492.0;Les cigares du pharaon [Texte imprimé];Hergé
340.0;Bande dessinée jeunesse;489.0;Le bébé schtroumpf [Texte imprimé];Peyo
346.0;Bande dessinée jeunesse;486.0;L'apprenti schtroumpf [Texte imprimé];Peyo
360.0;Bande dessinée jeunesse;477.0;La menace Schtroumpf [Texte imprimé];Parthoens, Luc
368.0;Bande dessinée jeunesse;472.0;Bienvenue au club ! [Texte imprimé];Cohen, Jacqueline
371.0;Nouveauté;470.0;Riquet à la houppe [Texte imprimé];Nothomb, Amélie
373.0;Bande dessinée jeunesse;470.0;La rentrée des crasses [Texte imprimé];Coppée, Thierry
379.0;Bande dessinée jeunesse;467.0;La lutte des classes [Texte imprimé];Godi, Bernard
381.0;Livre jeunesse;466.0;Vroum ! Vroum !;Delebecque, François
386.0;Bande dessinée jeunesse;462.0;Le maître blagueur [Texte imprimé];Coppée, Thierry
394.0;Bande dessinée jeunesse;457.0;Toujours plus fort ! [Texte imprimé];Cohen, Jacqueline
402.0;Bande dessinée jeunesse;452.0;Full métal casquette [Texte imprimé];Midam
403.0;CD jeunesse;451.0;Coco et le tambour;Du Bouchet, Paule
413.0;Bande dessinée jeunesse;445.0;Paddle... my name is Kid Paddle [Texte imprimé];Midam
415.0;Livre adulte;444.0;Mortels trafics;Pouchairet, Pierre
420.0;DVD jeunesse;443.0;Ponyo sur la falaise [Images animées];Miyazaki, Hayao
424.0;Livre jeunesse;442.0;La toute petite dame [Texte imprimé];Barton, Byron
429.0;Livre adulte;440.0;Une avalanche de conséquences [Texte imprimé];George, Elizabeth
430.0;Bande dessinée jeunesse;440.0;Le fils d'Astérix [Texte imprimé];Uderzo, Albert
431.0;Livre adulte;439.0;Continuer [Texte imprimé] : roman;Mauvignier, Laurent
436.0;Non spécifié;437.0;Trois jours et une vie [Texte imprimé];Lemaitre, Pierre
443.0;Non spécifié;435.0;Comptines pour chanter en anglais [Enregistrement sonore];Hudrisier, Cécile
446.0;Nouveauté;433.0;Le temps est assassin [Texte imprimé];Bussi, Michel
447.0;Livre adulte;433.0;Laëtitia ou La fin des hommes;Jablonka, Ivan
448.0;Livre jeunesse;432.0;La chasse à l'ours [Texte imprimé];Rosen, Michael
461.0;Non spécifié;427.0;Vernon Subutex [Texte imprimé]. 1;Despentes, Virginie
464.0;Non spécifié;424.0;Un looong voyage [Texte imprimé];Kinney, Jeff
469.0;Bande dessinée jeunesse;424.0;Sardine de l'espace. 11. L'archipel des hommes-sandwichs;Sapin, Mathieu
472.0;Bande dessinée adulte;423.0;Les lauriers de César [Texte imprimé];Goscinny, René
474.0;Non spécifié;423.0;Au loup ! : 3 histoires de loup à lire et à écouter;Gay-Para, Praline
479.0;Bande dessinée jeunesse;422.0;Game over. 7. Only for your eyes;Adam
480.0;Bande dessinée jeunesse;421.0;Premier de la classe (en commençant par la fin) [Texte imprimé];Godi, Bernard
491.0;DVD tous publics;418.0;Moi, moche et méchant 2 [Images animées];
499.0;Bande dessinée jeunesse;414.0;Boule et Bill. 33. A l'abordage !!;Verron, Laurent
501.0;Bande dessinée jeunesse;413.0;Chi, une vie de chat. 2;Konami, K.
503.0;Nouveauté;412.0;Il était une fois l'inspecteur Chen [Texte imprimé];Qiu, Xiaolong
505.0;Livre jeunesse;412.0;La chenille qui fait des trous [Texte imprimé];Carle, Eric
516.0;Nouveauté;408.0;Demain les chats [Texte imprimé] : roman;Werber, Bernard
517.0;Nouveauté;408.0;Un saint homme [Texte imprimé];Wiazemsky, Anne
520.0;Livre jeunesse;407.0;Bloub bloub bloub [Texte imprimé];Kasano, Yuichi
529.0;Bande dessinée ado;405.0;Oh, le salaud !;Zidrou
540.0;Bande dessinée jeunesse;401.0;Gouzi gouzi gouzi;Midam
541.0;Bande dessinée jeunesse;401.0;Chi, une vie de chat. 4;Konami, K.
497.0;Bande dessinée adulte;416.0;S'enfuir [Texte imprimé] : récit d'un otage;Delisle, Guy
504.0;Nouveauté;412.0;Vie de ma voisine [Texte imprimé];Brisac, Geneviève
507.0;DVD jeunesse;410.0;Les minions [Images animées];
511.0;DVD jeunesse;409.0;Azur et Asmar [Images animées];Ocelot, Michel
513.0;Bande dessinée jeunesse;409.0;Les schtroumpfs joueurs [Texte imprimé];Parthoens, Luc
514.0;Bande dessinée jeunesse;408.0;Naruto [Texte imprimé]. 70;Kishimoto, Masashi
521.0;Bande dessinée jeunesse;407.0;Le grand fossé [Texte imprimé];Uderzo, Albert
533.0;Bande dessinée jeunesse;404.0;Faux départ ! [Texte imprimé];Cauvin, Raoul
536.0;Bande dessinée jeunesse;402.0;One Piece [Texte imprimé] : édition originale. 79. Lucy !!;Oda, Eiichirō
539.0;Bande dessinée jeunesse;401.0;Vivement les vacances ! [Texte imprimé];Godi, Bernard
543.0;Bande dessinée jeunesse;400.0;Fairy Tail [Texte imprimé]. 51;Mashima, Hiro
548.0;Livre jeunesse;400.0;Le loto des nombrils;Guibert, Emmanuel
550.0;Livre jeunesse;400.0;La tototte [Texte imprimé];Lindgren, Barbro
553.0;Non spécifié;399.0;Le testament de William S. [Texte imprimé];Sente, Yves
554.0;Livre jeunesse;399.0;Harry Potter à l'école des sorciers;Rowling, Joanne Kathleen
559.0;Livre adulte;395.0;Tels des loups affamés [Texte imprimé];Rankin, Ian
563.0;Bande dessinée jeunesse;394.0;Les schtroumpfeurs de flûte [Texte imprimé];Peyo
566.0;Livre adulte;392.0;Les brutes en blanc [Texte imprimé];Winckler, Martin
567.0;DVD tous publics;392.0;Harry Potter à l'école des sorciers [Images animées];Columbus, Chris
568.0;Nouveauté;391.0;Marlène [Texte imprimé];Djian, Philippe
577.0;Bande dessinée jeunesse;388.0;Peut mieux faire ! [Texte imprimé];Godi, Bernard
578.0;Livre jeunesse;388.0;Un train passe;Crews, Donald
584.0;Livre jeunesse;384.0;Papa est content;Le Saux, Alain
588.0;Nouveauté;383.0;Inhumaines [Texte imprimé] : roman des mœurs contemporaines;Claudel, Philippe
594.0;Livre jeunesse;380.0;Le gâteau perché tout là-haut [Texte imprimé];Strasser, Susanne
606.0;DVD tous publics;377.0;La Colline aux coquelicots [Images animées];
621.0;Bande dessinée ado;373.0;Naruto. 3 [Texte imprimé];Kishimoto, Masashi
622.0;Bande dessinée jeunesse;373.0;La clandestine;Pommaux, Yvan
630.0;Livre adulte;371.0;Vengeance en eau froide [Texte imprimé];Perry, Anne
638.0;Bande dessinée jeunesse;368.0;Chi, une vie de chat [Texte imprimé]. 12;Konami, Kanata
656.0;DVD tous publics;364.0;Les aristochats [Images animées];
661.0;Livre jeunesse;364.0;Un peu perdu;Haughton, Chris
666.0;Bande dessinée jeunesse;363.0;Enfin seuls ! [Texte imprimé];Cauvin, Raoul
670.0;Bande dessinée jeunesse;362.0;Exécrable par nature [Texte imprimé];Bertschy
677.0;Bande dessinée jeunesse;361.0;One Piece [Texte imprimé] : édition originale. 76. Poursuis ta route !;Oda, Eiichirō
678.0;Nouveauté;361.0;California dreamin';Bagieu, Pénélope
685.0;Bande dessinée jeunesse;360.0;Naruto [Texte imprimé]. 68;Kishimoto, Masashi
687.0;Livre jeunesse;360.0;Roulé le loup ! [Texte imprimé];Gay-Para, Praline
691.0;DVD jeunesse;360.0;Panda petit panda [Images animées];
694.0;Livre jeunesse;360.0;La voiture [Texte imprimé];Valat, Pierre-Marie
695.0;Bande dessinée jeunesse;359.0;In-cu-ra-ble ! [Texte imprimé];Zidrou
698.0;Bande dessinée jeunesse;359.0;Gargamel et les Schtroumpfs;Peyo
710.0;Bande dessinée jeunesse;357.0;Loto et colles [Texte imprimé];Pica
712.0;Livre jeunesse;356.0;Ne bouge pas ! [Texte imprimé];Hatsue, Nakawaki
720.0;Nouveauté;355.0;Notre France [Texte imprimé] : dire et aimer ce que nous sommes;Glucksmann, Raphaël
722.0;Livre sonore jeunesse;355.0;Coco et les pompiers [Texte imprimé];Du Bouchet, Paule
724.0;Livre jeunesse;355.0;Il faut sauver le petit chat !;Nakagawa, Chihiro
728.0;Bande dessinée jeunesse;353.0;Fairy Tail [Texte imprimé]. 49;Mashima, Hiro
731.0;Livre adulte;352.0;Désolée, je suis attendue ... [Texte imprimé];Martin-Lugand, Agnès
733.0;Bande dessinée jeunesse;352.0;L'étrange réveil du Schtroumpf paresseux [Texte imprimé];Peyo
736.0;Livre jeunesse;352.0;Mambo !;Corbeyran
737.0;Bande dessinée jeunesse;352.0;Zélie et compagnie. 9. Cinq sur cinq;Corbeyran
744.0;Bande dessinée jeunesse;351.0;Oohiohioo !;Didier, Anne
749.0;Bande dessinée jeunesse;350.0;Amour glacé;Fraipont, Céline
757.0;DVD jeunesse;349.0;Le monde de Narnia - L'Odyssée du passeur d'aurore [Images animées];
761.0;Bande dessinée jeunesse;348.0;Interdit aux monstres;Didier, Anne
768.0;Bande dessinée jeunesse;346.0;Salade de schtroumpfs [Texte imprimé];Peyo
775.0;Livre jeunesse;345.0;Max a la passion du foot [Texte imprimé];Saint-Mars, Dominique de
781.0;Non spécifié;344.0;Trois amis en quête de sagesse [Texte imprimé];André, Christophe
789.0;Bande dessinée jeunesse;344.0;Félin pour l'autre [Texte imprimé];Davis, Jim
790.0;Livre jeunesse;343.0;Et le soir quand la nuit tombe... [Texte imprimé];Crausaz, Anne
797.0;Livre adulte;342.0;A l'ombre du diable [Texte imprimé];Japp, Andrea H.
799.0;Bande dessinée jeunesse;342.0;Les réponses ou la vie ? [Texte imprimé];Godi, Bernard
804.0;DVD tous publics;341.0;Le voyage de Chihiro [Images animées];Miyazaki, Hayao
808.0;Nouveauté;340.0;Nous allons mourir ce soir [Texte imprimé];Flynn, Gillian
812.0;Bande dessinée jeunesse;340.0;Mixture magique [Texte imprimé];Abouet, Marguerite
814.0;Bande dessinée jeunesse;340.0;Naruto. 65 [Texte imprimé];Kishimoto, Masashi
818.0;Bande dessinée jeunesse;339.0;Le prince des oiseaux [Texte imprimé];Bailly, Pierre
819.0;Bande dessinée jeunesse;339.0;Premières classes [Texte imprimé];Laudec
489.0;Livre jeunesse;419.0;C'est quand qu'on part ?;Cauvin, Raoul
490.0;Bande dessinée adulte;418.0;Asterix en Corse [Texte imprimé];Goscinny, René
496.0;Livre adulte;416.0;La mort nomade [Texte imprimé];Manook, Ian
498.0;DVD tous publics;415.0;Harry Potter et l'Ordre du Phénix [images animées];
502.0;Bande dessinée jeunesse;413.0;Un amour de cocker;Verron, Laurent
509.0;Livre jeunesse;410.0;Le pot de Tom [Texte imprimé];Lindgren, Barbro
510.0;Livre jeunesse;410.0;Ca fait suer ! : guide de survie en milieu hostile;Kinney, Jeff
525.0;Non spécifié;406.0;En attendant Bojangles [Texte imprimé] : roman;Bourdeaut, Olivier
527.0;Bande dessinée jeunesse;406.0;Sardine de l'espace [Texte imprimé]. 13. Le mange-manga;Guibert, Emmanuel
528.0;Livre adulte;405.0;Sacrifice [Texte imprimé];Oates, Joyce Carol
532.0;Bande dessinée jeunesse;404.0;Oups !;Midam
538.0;DVD jeunesse;401.0;[Images animées] : Les trois brigands [DVD];Freitag, Hayo
549.0;Bande dessinée jeunesse;400.0;C'est parti !;Didier, Anne
555.0;Livre adulte;398.0;Désorientale [Texte imprimé];Djavadi, Négar
561.0;DVD jeunesse;394.0;Le chant de la mer [Images animées];
564.0;Livre adulte;393.0;Nous irons tous au paradis [Texte imprimé];Flagg, Fannie
573.0;Nouveauté;389.0;La fille dans le brouillard [Texte imprimé];Carrisi, Donato
575.0;Bande dessinée ado;388.0;Rentrée des artistes [Texte imprimé];Pica
590.0;Bande dessinée jeunesse;383.0;0+0 = Duco ! [Texte imprimé];Zidrou
593.0;Livre jeunesse;381.0;Harry Potter et la chambre des secrets;Rowling, Joanne Kathleen
600.0;Bande dessinée ado;379.0;Tu dépasses ! [Texte imprimé];Darasse
